SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,AGE_CLIENT,YEARS_EMPLOYED,CNT_FAM_MEMBERS,FLAG_OWN_CAR,FLAG_OWN_REALTY,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,ANNUITY_INCOME%,PAYMENT_RATE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,OCCUPATION_TYPE
100190,0,Cash loans,M,38,12.25,2.0,Y,N,162000.0,263686.5,24781.5,238500.0,0.153,0.094,Commercial associate,Higher education,Married,House / apartment,Laborers
100191,0,Cash loans,F,60,22.89,1.0,N,Y,112500.0,544491.0,17563.5,454500.0,0.156,0.032,Working,Higher education,Separated,House / apartment,High skill tech staff
100192,1,Cash loans,F,22,0.41,1.0,N,N,111915.0,225000.0,21037.5,225000.0,0.188,0.094,Commercial associate,Secondary / secondary special,Single / not married,With parents,Core staff
100193,0,Cash loans,F,49,2.58,1.0,Y,N,225000.0,296280.0,15124.5,225000.0,0.067,0.051,Commercial associate,Secondary / secondary special,Separated,House / apartment,
100194,0,Revolving loans,F,35,14.41,4.0,N,Y,157500.0,315000.0,15750.0,315000.0,0.1,0.05,Working,Higher education,Civil marriage,House / apartment,Laborers
100195,0,Cash loans,M,30,0.93,1.0,Y,Y,90000.0,336150.0,9373.5,202500.0,0.104,0.028,Commercial associate,Higher education,Single / not married,House / apartment,
100196,0,Cash loans,F,32,6.39,2.0,Y,Y,164250.0,755190.0,32125.5,675000.0,0.196,0.043,Working,Higher education,Married,House / apartment,Secretaries
100197,0,Cash loans,F,33,3.15,4.0,N,N,157500.0,497520.0,28692.0,450000.0,0.182,0.058,Working,Secondary / secondary special,Married,House / apartment,Sales staff
100198,0,Cash loans,M,36,4.89,3.0,Y,Y,135000.0,531000.0,32616.0,531000.0,0.242,0.061,Working,Secondary / secondary special,Married,House / apartment,Drivers
100199,0,Cash loans,F,57,1.29,2.0,N,Y,112500.0,269550.0,18891.0,225000.0,0.168,0.07,Working,Secondary / secondary special,Married,House / apartment,Cleaning staff
100200,0,Cash loans,F,46,7.48,1.0,N,N,216000.0,450000.0,27193.5,450000.0,0.126,0.06,Working,Secondary / secondary special,Widow,House / apartment,
100201,0,Cash loans,F,33,5.97,2.0,N,Y,180000.0,675000.0,36747.0,675000.0,0.204,0.054,Commercial associate,Higher education,Single / not married,House / apartment,Core staff
100202,0,Cash loans,F,63,4.52,1.0,N,N,67500.0,127350.0,6597.0,112500.0,0.098,0.052,Pensioner,Secondary / secondary special,Single / not married,House / apartment,
100203,0,Cash loans,F,69,4.52,1.0,N,N,54000.0,119925.0,11097.0,112500.0,0.206,0.093,Pensioner,Secondary / secondary special,Widow,House / apartment,
100204,0,Cash loans,F,53,4.52,3.0,N,Y,81000.0,532494.0,30699.0,454500.0,0.379,0.058,Pensioner,Secondary / secondary special,Married,House / apartment,
100205,0,Cash loans,F,50,3.76,2.0,N,Y,63000.0,808650.0,26217.0,675000.0,0.416,0.032,Working,Secondary / secondary special,Married,House / apartment,Laborers
100206,0,Cash loans,M,33,4.71,3.0,Y,N,157500.0,318528.0,25294.5,252000.0,0.161,0.079,Commercial associate,Secondary / secondary special,Married,House / apartment,Drivers
100207,0,Cash loans,F,45,9.84,2.0,N,Y,157500.0,700830.0,22738.5,585000.0,0.144,0.032,Working,Secondary / secondary special,Civil marriage,House / apartment,Waiters/barmen staff
100208,0,Cash loans,M,35,7.68,3.0,N,N,180000.0,888840.0,29016.0,675000.0,0.161,0.033,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Laborers
100209,1,Revolving loans,M,42,2.84,5.0,N,Y,180000.0,540000.0,27000.0,540000.0,0.15,0.05,Commercial associate,Higher education,Married,House / apartment,High skill tech staff
100210,0,Cash loans,F,45,0.05,2.0,N,Y,202500.0,771493.5,25627.5,666000.0,0.127,0.033,Working,Higher education,Separated,House / apartment,Core staff
100211,0,Cash loans,M,38,0.9,5.0,N,N,225000.0,746280.0,49873.5,675000.0,0.222,0.067,Commercial associate,Secondary / secondary special,Married,House / apartment,Cooking staff
100213,0,Cash loans,F,38,3.51,4.0,N,N,49500.0,278460.0,19930.5,225000.0,0.403,0.072,Working,Secondary / secondary special,Married,House / apartment,Laborers
100214,1,Cash loans,F,28,0.3,3.0,N,Y,202500.0,436032.0,28516.5,360000.0,0.141,0.065,Commercial associate,Higher education,Civil marriage,House / apartment,
100215,0,Cash loans,F,59,4.52,2.0,Y,N,90000.0,227520.0,8172.0,180000.0,0.091,0.036,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,
100216,0,Cash loans,F,54,27.18,2.0,N,N,90000.0,67500.0,6705.0,67500.0,0.074,0.099,Working,Secondary / secondary special,Married,Municipal apartment,Sales staff
100217,0,Cash loans,F,37,3.84,1.0,N,N,180000.0,254700.0,25321.5,225000.0,0.141,0.099,Working,Secondary / secondary special,Separated,House / apartment,Laborers
100218,0,Cash loans,M,36,0.62,1.0,Y,Y,337500.0,876078.0,49050.0,765000.0,0.145,0.056,Commercial associate,Higher education,Single / not married,House / apartment,Drivers
100219,0,Cash loans,M,31,4.15,3.0,N,Y,315000.0,2250000.0,83515.5,2250000.0,0.265,0.037,Commercial associate,Higher education,Married,House / apartment,Core staff
100220,0,Cash loans,F,41,0.51,1.0,N,Y,225000.0,1040985.0,30568.5,909000.0,0.136,0.029,Commercial associate,Higher education,Single / not married,House / apartment,Sales staff
100221,0,Cash loans,F,65,32.56,1.0,N,Y,225000.0,684054.0,77494.5,630000.0,0.344,0.113,Commercial associate,Secondary / secondary special,Widow,House / apartment,
100224,0,Cash loans,F,39,15.52,4.0,Y,Y,225000.0,1256400.0,36864.0,900000.0,0.164,0.029,Commercial associate,Secondary / secondary special,Married,House / apartment,
100225,0,Cash loans,M,39,12.37,4.0,Y,N,157500.0,720000.0,28552.5,720000.0,0.181,0.04,Commercial associate,Secondary / secondary special,Married,With parents,Sales staff
100226,0,Revolving loans,F,37,1.86,4.0,N,N,112500.0,270000.0,13500.0,270000.0,0.12,0.05,Working,Secondary / secondary special,Married,House / apartment,Sales staff
100227,0,Cash loans,M,27,0.66,1.0,N,N,292500.0,1024740.0,55719.0,900000.0,0.19,0.054,Working,Higher education,Single / not married,House / apartment,Managers
100228,0,Cash loans,F,38,1.12,3.0,N,N,121500.0,1102500.0,32364.0,1102500.0,0.266,0.029,State servant,Secondary / secondary special,Married,Municipal apartment,Laborers
100229,0,Cash loans,F,49,13.77,2.0,N,Y,157500.0,544491.0,16047.0,454500.0,0.102,0.029,Working,Secondary / secondary special,Married,House / apartment,Medicine staff
100230,0,Revolving loans,F,52,2.29,2.0,N,N,135000.0,405000.0,20250.0,405000.0,0.15,0.05,Working,Secondary / secondary special,Married,House / apartment,Sales staff
100231,0,Cash loans,M,49,7.94,3.0,Y,Y,108000.0,912240.0,30276.0,787500.0,0.28,0.033,Commercial associate,Secondary / secondary special,Married,House / apartment,Drivers
100233,0,Cash loans,F,50,1.92,2.0,N,Y,216000.0,679671.0,28926.0,607500.0,0.134,0.043,Working,Secondary / secondary special,Married,House / apartment,
100234,0,Revolving loans,F,46,1.51,1.0,N,N,67500.0,180000.0,9000.0,180000.0,0.133,0.05,Working,Secondary / secondary special,Widow,With parents,Core staff
100235,0,Cash loans,F,44,1.28,2.0,N,Y,135000.0,364896.0,19926.0,315000.0,0.148,0.055,Working,Secondary / secondary special,Married,House / apartment,Cooking staff
100236,0,Cash loans,M,64,5.19,2.0,Y,Y,112500.0,312768.0,20353.5,270000.0,0.181,0.065,Working,Secondary / secondary special,Married,House / apartment,Laborers
100237,0,Cash loans,F,38,0.77,4.0,N,N,144000.0,1288350.0,37800.0,1125000.0,0.262,0.029,Working,Secondary / secondary special,Civil marriage,Rented apartment,Core staff
100238,0,Cash loans,M,36,3.64,4.0,Y,Y,135000.0,781920.0,50148.0,675000.0,0.371,0.064,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers
100239,0,Cash loans,F,55,4.65,3.0,N,Y,225000.0,1483231.5,51687.0,1354500.0,0.23,0.035,Working,Secondary / secondary special,Married,House / apartment,Accountants
100240,0,Cash loans,M,33,10.81,4.0,N,Y,135000.0,590337.0,28530.0,477000.0,0.211,0.048,Working,Secondary / secondary special,Married,House / apartment,Laborers
100242,0,Cash loans,M,57,20.16,2.0,Y,Y,90000.0,101880.0,10827.0,90000.0,0.12,0.106,Working,Secondary / secondary special,Married,Municipal apartment,Drivers
100243,0,Cash loans,M,27,1.57,2.0,N,Y,112500.0,161730.0,13833.0,135000.0,0.123,0.086,Working,Higher education,Married,House / apartment,Laborers
100244,0,Cash loans,M,47,13.76,3.0,N,N,247500.0,447768.0,35505.0,405000.0,0.143,0.079,Working,Secondary / secondary special,Married,House / apartment,Laborers
100246,1,Cash loans,F,35,0.42,2.0,N,Y,135000.0,495216.0,26995.5,427500.0,0.2,0.055,Working,Secondary / secondary special,Married,House / apartment,Laborers
100247,0,Cash loans,F,55,9.34,2.0,N,Y,225000.0,402939.0,19381.5,306000.0,0.086,0.048,Working,Secondary / secondary special,Married,House / apartment,Laborers
100248,0,Cash loans,F,61,4.52,2.0,N,Y,90000.0,808650.0,23643.0,675000.0,0.263,0.029,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,
100249,0,Cash loans,F,42,14.57,4.0,N,Y,67500.0,76410.0,4513.5,67500.0,0.067,0.059,Working,Secondary / secondary special,Married,House / apartment,Laborers
100250,0,Cash loans,F,31,0.45,3.0,Y,N,72000.0,90000.0,6529.5,90000.0,0.091,0.073,Working,Secondary / secondary special,Married,With parents,Laborers
100251,0,Cash loans,M,54,5.32,2.0,Y,Y,202500.0,270000.0,14134.5,270000.0,0.07,0.052,Working,Secondary / secondary special,Married,House / apartment,Drivers
100252,0,Cash loans,F,49,3.44,2.0,N,Y,225000.0,490495.5,50391.0,454500.0,0.224,0.103,Working,Secondary / secondary special,Married,House / apartment,Sales staff
100254,0,Cash loans,M,59,5.83,2.0,Y,Y,292500.0,1078200.0,34911.0,900000.0,0.119,0.032,Commercial associate,Higher education,Married,House / apartment,Drivers
100255,0,Cash loans,M,42,12.05,1.0,Y,Y,315000.0,824544.0,52825.5,720000.0,0.168,0.064,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers
100257,0,Cash loans,F,63,4.52,1.0,N,Y,90000.0,312768.0,16119.0,270000.0,0.179,0.052,Pensioner,Secondary / secondary special,Single / not married,House / apartment,
100258,0,Cash loans,F,45,4.4,2.0,N,Y,135000.0,81000.0,9135.0,81000.0,0.068,0.113,Working,Secondary / secondary special,Civil marriage,House / apartment,Cooking staff
100259,0,Cash loans,M,57,4.52,2.0,Y,Y,180000.0,427500.0,21955.5,427500.0,0.122,0.051,Pensioner,Secondary / secondary special,Married,House / apartment,
100260,0,Cash loans,M,28,4.78,1.0,N,Y,180000.0,180000.0,20488.5,180000.0,0.114,0.114,Working,Higher education,Single / not married,Co-op apartment,Core staff
100261,0,Cash loans,F,41,6.55,2.0,N,Y,90000.0,522000.0,22243.5,522000.0,0.247,0.043,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers
100262,0,Cash loans,M,37,9.15,2.0,Y,Y,315000.0,1575000.0,41548.5,1575000.0,0.132,0.026,Working,Secondary / secondary special,Married,House / apartment,Drivers
100263,0,Cash loans,F,64,4.52,1.0,N,Y,108000.0,585000.0,32665.5,585000.0,0.302,0.056,Pensioner,Higher education,Widow,House / apartment,
100264,0,Cash loans,F,63,4.52,2.0,N,Y,121500.0,1215000.0,48186.0,1215000.0,0.397,0.04,Pensioner,Higher education,Married,House / apartment,
100265,0,Cash loans,F,23,0.76,1.0,N,Y,112500.0,723996.0,34960.5,585000.0,0.311,0.048,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Sales staff
100266,0,Cash loans,F,52,2.73,1.0,N,N,157500.0,1256400.0,36864.0,900000.0,0.234,0.029,Commercial associate,Secondary / secondary special,Widow,Municipal apartment,
100267,0,Cash loans,M,37,8.99,2.0,N,Y,225000.0,675000.0,17937.0,675000.0,0.08,0.027,Commercial associate,Higher education,Married,House / apartment,Managers
100268,0,Cash loans,F,29,2.82,2.0,N,N,85500.0,225000.0,18040.5,225000.0,0.211,0.08,Working,Secondary / secondary special,Married,House / apartment,Laborers
100269,0,Cash loans,M,31,3.6,2.0,N,Y,180000.0,427450.5,23319.0,369000.0,0.13,0.055,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers
100270,0,Revolving loans,F,59,4.52,2.0,N,Y,90000.0,337500.0,16875.0,337500.0,0.188,0.05,Pensioner,Higher education,Married,House / apartment,
100272,0,Revolving loans,F,25,1.26,3.0,N,Y,135000.0,180000.0,9000.0,180000.0,0.067,0.05,Working,Secondary / secondary special,Married,House / apartment,Sales staff
100273,1,Cash loans,F,63,25.41,2.0,N,Y,157500.0,1710000.0,66262.5,1710000.0,0.421,0.039,Working,Secondary / secondary special,Married,House / apartment,Medicine staff
100274,0,Cash loans,M,43,3.03,2.0,Y,Y,308250.0,1305000.0,38281.5,1305000.0,0.124,0.029,Working,Secondary / secondary special,Civil marriage,House / apartment,Drivers
100275,0,Cash loans,F,65,4.52,1.0,Y,Y,108000.0,646920.0,18670.5,540000.0,0.173,0.029,Pensioner,Secondary / secondary special,Widow,House / apartment,
100276,0,Cash loans,F,34,4.9,2.0,Y,Y,135000.0,497520.0,39438.0,450000.0,0.292,0.079,Working,Secondary / secondary special,Married,House / apartment,Private service staff
100277,0,Cash loans,M,60,4.52,2.0,Y,N,67500.0,364896.0,16200.0,315000.0,0.24,0.044,Pensioner,Secondary / secondary special,Married,House / apartment,
100279,0,Cash loans,M,66,4.52,1.0,N,Y,180000.0,254700.0,16407.0,225000.0,0.091,0.064,Pensioner,Secondary / secondary special,Widow,House / apartment,
100281,0,Cash loans,F,49,13.54,2.0,N,Y,112500.0,675000.0,21906.0,675000.0,0.195,0.032,Commercial associate,Secondary / secondary special,Widow,House / apartment,Sales staff
100282,1,Revolving loans,F,25,0.4,1.0,Y,Y,73341.0,135000.0,6750.0,135000.0,0.092,0.05,Commercial associate,Higher education,Single / not married,House / apartment,Managers
100283,0,Cash loans,F,34,2.38,2.0,N,Y,135000.0,747000.0,38268.0,747000.0,0.283,0.051,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Sales staff
100284,0,Cash loans,M,40,8.82,4.0,Y,Y,180000.0,675000.0,29862.0,675000.0,0.166,0.044,Working,Higher education,Married,With parents,Laborers
100285,0,Revolving loans,F,29,3.25,2.0,N,Y,112500.0,180000.0,9000.0,180000.0,0.08,0.05,Working,Secondary / secondary special,Civil marriage,Rented apartment,Cooking staff
100286,1,Cash loans,M,49,1.23,3.0,Y,Y,121500.0,263686.5,17298.0,238500.0,0.142,0.066,Working,Secondary / secondary special,Married,House / apartment,Drivers
100287,0,Cash loans,F,68,4.52,2.0,N,Y,202500.0,225000.0,22383.0,225000.0,0.111,0.099,Pensioner,Higher education,Married,House / apartment,
100288,0,Cash loans,F,27,1.78,2.0,N,N,157500.0,450000.0,21888.0,450000.0,0.139,0.049,Working,Secondary / secondary special,Civil marriage,House / apartment,Laborers
100289,0,Cash loans,M,41,21.01,2.0,Y,N,202500.0,526491.0,26878.5,454500.0,0.133,0.051,Working,Higher education,Married,House / apartment,Managers
100290,0,Cash loans,M,40,0.39,1.0,N,N,135000.0,224136.0,17707.5,198000.0,0.131,0.079,Working,Secondary / secondary special,Separated,House / apartment,Core staff
100291,0,Cash loans,F,33,1.96,3.0,N,N,153000.0,292500.0,14355.0,292500.0,0.094,0.049,Working,Incomplete higher,Married,House / apartment,Sales staff
100292,0,Cash loans,F,58,4.52,2.0,N,Y,202500.0,675000.0,29862.0,675000.0,0.147,0.044,Pensioner,Secondary / secondary special,Married,House / apartment,
100293,0,Cash loans,F,39,8.2,2.0,N,Y,202500.0,1271281.5,65956.5,1201500.0,0.326,0.052,Working,Higher education,Married,House / apartment,Managers
100294,0,Cash loans,F,57,19.58,1.0,N,Y,157500.0,835380.0,35392.5,675000.0,0.225,0.042,Commercial associate,Secondary / secondary special,Widow,House / apartment,Core staff
100295,1,Cash loans,M,31,1.65,2.0,Y,N,225000.0,1019205.0,31032.0,774000.0,0.138,0.03,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Laborers
100296,0,Cash loans,M,47,3.06,3.0,N,Y,225000.0,223884.0,24241.5,202500.0,0.108,0.108,Commercial associate,Secondary / secondary special,Married,House / apartment,Drivers
100297,0,Cash loans,M,29,3.49,2.0,Y,N,135000.0,334152.0,17059.5,270000.0,0.126,0.051,Working,Secondary / secondary special,Married,House / apartment,Drivers
100298,0,Cash loans,F,44,8.43,2.0,N,Y,270000.0,473760.0,48676.5,450000.0,0.18,0.103,Working,Secondary / secondary special,Married,House / apartment,Managers
100299,0,Revolving loans,F,52,32.65,2.0,N,Y,112500.0,540000.0,27000.0,540000.0,0.24,0.05,State servant,Secondary / secondary special,Married,House / apartment,Medicine staff
100300,1,Cash loans,M,33,4.31,1.0,N,N,63000.0,426645.0,22468.5,324000.0,0.357,0.053,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Sales staff
100301,1,Cash loans,M,23,0.45,3.0,N,Y,112500.0,571486.5,31131.0,454500.0,0.277,0.054,Working,Secondary / secondary special,Married,House / apartment,Laborers
100302,0,Cash loans,F,25,1.32,2.0,N,Y,180000.0,187704.0,9256.5,148500.0,0.051,0.049,Working,Secondary / secondary special,Civil marriage,House / apartment,Sales staff
100303,0,Cash loans,F,66,4.52,1.0,N,Y,292500.0,254700.0,15709.5,225000.0,0.054,0.062,Pensioner,Secondary / secondary special,Widow,House / apartment,
100304,0,Revolving loans,F,62,42.83,1.0,N,Y,225000.0,675000.0,33750.0,675000.0,0.15,0.05,Working,Secondary / secondary special,Single / not married,House / apartment,
100305,0,Cash loans,M,25,0.27,1.0,Y,Y,135000.0,237024.0,15970.5,180000.0,0.118,0.067,Working,Incomplete higher,Single / not married,House / apartment,Sales staff
100307,0,Cash loans,M,45,4.05,2.0,N,Y,225000.0,451804.5,35824.5,369000.0,0.159,0.079,State servant,Secondary / secondary special,Married,House / apartment,Managers
100308,0,Cash loans,M,40,9.31,2.0,N,N,157500.0,208512.0,21892.5,180000.0,0.139,0.105,Working,Higher education,Married,House / apartment,Sales staff
100309,0,Cash loans,F,44,8.58,2.0,N,Y,157500.0,263686.5,15268.5,238500.0,0.097,0.058,State servant,Secondary / secondary special,Married,House / apartment,Laborers
100310,0,Cash loans,M,40,3.36,2.0,N,N,180000.0,1071000.0,31315.5,1071000.0,0.174,0.029,Working,Higher education,Married,Rented apartment,
100313,0,Cash loans,F,62,4.52,2.0,N,Y,87750.0,1206954.0,35419.5,945000.0,0.404,0.029,Pensioner,Higher education,Married,House / apartment,
100314,0,Cash loans,M,30,7.05,4.0,N,N,292500.0,239850.0,25960.5,225000.0,0.089,0.108,Working,Secondary / secondary special,Married,House / apartment,Laborers
100315,0,Cash loans,F,28,0.16,3.0,Y,Y,121500.0,288873.0,21064.5,238500.0,0.173,0.073,Working,Higher education,Married,House / apartment,Sales staff
100316,0,Cash loans,F,41,13.47,2.0,N,Y,67500.0,622413.0,26500.5,495000.0,0.393,0.043,Working,Secondary / secondary special,Married,House / apartment,Core staff
100317,0,Cash loans,F,47,20.35,2.0,N,Y,180000.0,630000.0,30438.0,630000.0,0.169,0.048,Working,Higher education,Married,House / apartment,Core staff
100318,0,Cash loans,F,26,0.52,1.0,N,N,90000.0,381528.0,12109.5,315000.0,0.135,0.032,Working,Higher education,Single / not married,House / apartment,Core staff
100319,0,Cash loans,F,32,2.14,3.0,N,Y,135000.0,781920.0,32868.0,675000.0,0.243,0.042,Commercial associate,Higher education,Married,House / apartment,
100320,0,Cash loans,M,33,7.96,2.0,Y,Y,225000.0,481855.5,49374.0,463500.0,0.219,0.102,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff
100321,0,Cash loans,M,37,3.89,3.0,Y,N,270000.0,521280.0,31500.0,450000.0,0.117,0.06,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,
100322,0,Cash loans,M,53,1.52,4.0,Y,Y,225000.0,254700.0,26874.0,225000.0,0.119,0.106,Working,Secondary / secondary special,Married,House / apartment,Laborers
100323,0,Cash loans,M,50,6.47,2.0,Y,Y,450000.0,1575000.0,55800.0,1575000.0,0.124,0.035,Commercial associate,Higher education,Married,House / apartment,Managers
100324,0,Cash loans,F,29,4.8,2.0,Y,Y,112500.0,152820.0,18265.5,135000.0,0.162,0.12,Commercial associate,Secondary / secondary special,Separated,House / apartment,Sales staff
100325,0,Cash loans,F,56,7.88,2.0,N,Y,135000.0,640080.0,31261.5,450000.0,0.232,0.049,State servant,Secondary / secondary special,Married,House / apartment,Laborers
100326,1,Cash loans,M,60,4.52,2.0,Y,Y,36000.0,284400.0,10849.5,225000.0,0.301,0.038,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,
100327,0,Cash loans,M,56,6.39,2.0,Y,Y,180000.0,407727.0,32341.5,333000.0,0.18,0.079,Working,Secondary / secondary special,Married,House / apartment,
100328,0,Cash loans,F,43,22.51,3.0,N,N,171000.0,1270746.0,42124.5,1138500.0,0.246,0.033,State servant,Secondary / secondary special,Married,House / apartment,Core staff
100329,0,Cash loans,F,55,1.77,2.0,Y,Y,135000.0,247275.0,17716.5,225000.0,0.131,0.072,Working,Secondary / secondary special,Married,House / apartment,
100332,0,Cash loans,F,64,4.52,1.0,N,Y,157500.0,545040.0,20677.5,450000.0,0.131,0.038,Pensioner,Secondary / secondary special,Widow,House / apartment,
100333,0,Cash loans,F,29,2.37,2.0,N,Y,382500.0,450000.0,30204.0,450000.0,0.079,0.067,Commercial associate,Incomplete higher,Married,House / apartment,Core staff
100334,0,Cash loans,M,51,2.29,2.0,N,Y,90000.0,101880.0,10939.5,90000.0,0.122,0.107,Working,Secondary / secondary special,Married,House / apartment,Security staff
100335,0,Cash loans,F,64,4.52,1.0,N,Y,63000.0,675000.0,19737.0,675000.0,0.313,0.029,Pensioner,Secondary / secondary special,Widow,House / apartment,
100336,1,Cash loans,F,38,3.7,1.0,Y,Y,157500.0,497520.0,28692.0,450000.0,0.182,0.058,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Laborers
100337,0,Cash loans,F,26,2.39,1.0,N,Y,270000.0,545040.0,26640.0,450000.0,0.099,0.049,Commercial associate,Higher education,Single / not married,House / apartment,Realty agents
100338,0,Cash loans,F,58,4.08,2.0,N,N,270000.0,630000.0,23274.0,630000.0,0.086,0.037,Working,Secondary / secondary special,Civil marriage,House / apartment,High skill tech staff
100339,0,Revolving loans,M,59,7.75,2.0,N,Y,166500.0,495000.0,24750.0,495000.0,0.149,0.05,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers
100340,0,Cash loans,F,36,9.39,4.0,N,N,202500.0,787131.0,44082.0,679500.0,0.218,0.056,Commercial associate,Secondary / secondary special,Married,House / apartment,High skill tech staff
100341,0,Cash loans,M,56,19.49,1.0,Y,Y,76500.0,545040.0,20677.5,450000.0,0.27,0.038,Working,Secondary / secondary special,Widow,House / apartment,Laborers
100342,0,Cash loans,M,23,0.93,1.0,N,N,90000.0,101880.0,10827.0,90000.0,0.12,0.106,Working,Secondary / secondary special,Single / not married,With parents,Laborers
100343,0,Cash loans,M,30,1.16,1.0,Y,Y,315000.0,90000.0,4504.5,90000.0,0.014,0.05,Working,Secondary / secondary special,Single / not married,With parents,Drivers
100344,0,Cash loans,M,31,10.67,2.0,N,N,112500.0,225000.0,14647.5,225000.0,0.13,0.065,Commercial associate,Higher education,Married,House / apartment,Laborers
100345,0,Cash loans,F,58,2.61,2.0,N,N,157500.0,450000.0,17095.5,450000.0,0.109,0.038,Working,Secondary / secondary special,Married,House / apartment,Laborers
100346,0,Cash loans,F,48,18.6,1.0,N,Y,180000.0,582804.0,25803.0,463500.0,0.143,0.044,State servant,Higher education,Separated,House / apartment,Core staff
100347,0,Cash loans,F,59,4.52,2.0,N,N,81000.0,640080.0,23121.0,450000.0,0.285,0.036,Pensioner,Secondary / secondary special,Married,House / apartment,
100348,0,Cash loans,F,28,1.01,2.0,N,N,135000.0,1223010.0,47983.5,1125000.0,0.355,0.039,Working,Incomplete higher,Married,House / apartment,
100349,0,Cash loans,F,64,4.52,1.0,N,N,108000.0,364896.0,23449.5,315000.0,0.217,0.064,Pensioner,Secondary / secondary special,Widow,Municipal apartment,
100350,0,Cash loans,F,62,4.52,2.0,N,Y,112500.0,481495.5,31833.0,454500.0,0.283,0.066,Pensioner,Secondary / secondary special,Married,House / apartment,
100351,0,Cash loans,F,62,4.52,2.0,N,N,69750.0,675000.0,20596.5,675000.0,0.295,0.031,Pensioner,Secondary / secondary special,Married,House / apartment,
100353,0,Cash loans,F,49,1.47,1.0,N,Y,81000.0,536917.5,19282.5,463500.0,0.238,0.036,Working,Secondary / secondary special,Widow,House / apartment,Sales staff
100354,0,Revolving loans,F,25,6.53,2.0,N,Y,112500.0,135000.0,6750.0,135000.0,0.06,0.05,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Sales staff
100355,0,Cash loans,M,25,1.73,2.0,N,Y,315000.0,946503.0,42898.5,846000.0,0.136,0.045,Working,Secondary / secondary special,Married,With parents,
100356,0,Cash loans,F,58,1.05,1.0,N,Y,180000.0,188685.0,14944.5,157500.0,0.083,0.079,Working,Secondary / secondary special,Widow,House / apartment,Cleaning staff
100357,0,Revolving loans,F,25,3.97,2.0,N,Y,225000.0,180000.0,9000.0,180000.0,0.04,0.05,Commercial associate,Incomplete higher,Civil marriage,House / apartment,Accountants
100359,0,Cash loans,M,41,0.75,3.0,Y,Y,112500.0,226908.0,11164.5,148500.0,0.099,0.049,Working,Secondary / secondary special,Married,House / apartment,Laborers
100360,0,Revolving loans,F,54,12.28,2.0,N,N,67500.0,202500.0,10125.0,202500.0,0.15,0.05,Commercial associate,Secondary / secondary special,Married,House / apartment,
100361,0,Cash loans,M,47,1.37,2.0,N,Y,270000.0,1800000.0,62698.5,1800000.0,0.232,0.035,Working,Secondary / secondary special,Married,House / apartment,Laborers
100362,0,Cash loans,F,48,10.05,3.0,N,Y,157500.0,807984.0,26833.5,697500.0,0.17,0.033,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Sales staff
100363,0,Cash loans,F,41,1.19,3.0,Y,Y,360000.0,493497.0,48942.0,454500.0,0.136,0.099,Commercial associate,Higher education,Married,House / apartment,Core staff
100364,0,Cash loans,F,48,3.71,2.0,N,N,315000.0,1024290.0,30078.0,855000.0,0.095,0.029,Working,Secondary / secondary special,Married,House / apartment,Laborers
100365,0,Cash loans,F,56,4.52,2.0,N,Y,247500.0,517788.0,19647.0,427500.0,0.079,0.038,Pensioner,Higher education,Married,House / apartment,
100366,0,Revolving loans,M,32,8.61,1.0,Y,Y,765000.0,1350000.0,67500.0,1350000.0,0.088,0.05,Commercial associate,Higher education,Single / not married,House / apartment,Managers
100368,0,Cash loans,F,31,9.52,2.0,N,Y,166500.0,675000.0,24246.0,675000.0,0.146,0.036,Working,Secondary / secondary special,Married,House / apartment,
100369,0,Cash loans,F,53,1.56,2.0,N,Y,157500.0,528633.0,22527.0,472500.0,0.143,0.043,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers
100370,0,Cash loans,F,64,4.52,2.0,N,Y,45000.0,448056.0,16222.5,315000.0,0.36,0.036,Pensioner,Secondary / secondary special,Married,House / apartment,
100371,0,Cash loans,F,40,1.17,3.0,Y,Y,450000.0,808650.0,31464.0,675000.0,0.07,0.039,Commercial associate,Higher education,Civil marriage,House / apartment,Core staff
