,SK_ID_CURR,NAME_CONTRACT_TYPE,CODE_GENDER,AGE_CLIENT,YEARS_EMPLOYED,CNT_FAM_MEMBERS,FLAG_OWN_CAR,FLAG_OWN_REALTY,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,ANNUITY_INCOME%,PAYMENT_RATE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,OCCUPATION_TYPE
256,100296,Cash loans,M,47.08493150684932,3.06,3.0,N,Y,225000.0,223884.0,24241.5,202500.0,0.10774,0.10827705418877633,Commercial associate,Secondary / secondary special,Married,House / apartment,Drivers
257,100297,Cash loans,M,28.567123287671237,3.49,2.0,Y,N,135000.0,334152.0,17059.5,270000.0,0.12636666666666665,0.05105311355311355,Working,Secondary / secondary special,Married,House / apartment,Drivers
258,100298,Cash loans,F,44.44657534246576,8.43,2.0,N,Y,270000.0,473760.0,48676.5,450000.0,0.18028333333333332,0.10274506079027355,Working,Secondary / secondary special,Married,House / apartment,Managers
259,100299,Revolving loans,F,52.17808219178082,32.65,2.0,N,Y,112500.0,540000.0,27000.0,540000.0,0.24,0.05,State servant,Secondary / secondary special,Married,House / apartment,Medicine staff
260,100300,Cash loans,M,33.44931506849315,4.31,1.0,N,N,63000.0,426645.0,22468.5,324000.0,0.35664285714285715,0.052663221179200505,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Sales staff
261,100301,Cash loans,M,22.71780821917808,0.45,3.0,N,Y,112500.0,571486.5,31131.0,454500.0,0.27672,0.054473727725851795,Working,Secondary / secondary special,Married,House / apartment,Laborers
262,100302,Cash loans,F,24.945205479452056,1.32,2.0,N,Y,180000.0,187704.0,9256.5,148500.0,0.051425,0.04931434599156118,Working,Secondary / secondary special,Civil marriage,House / apartment,Sales staff
263,100303,Cash loans,F,65.76986301369863,4.52,1.0,N,Y,292500.0,254700.0,15709.5,225000.0,0.05370769230769231,0.06167844522968198,Pensioner,Secondary / secondary special,Widow,House / apartment,
264,100304,Revolving loans,F,62.44931506849315,42.83,1.0,N,Y,225000.0,675000.0,33750.0,675000.0,0.15,0.05,Working,Secondary / secondary special,Single / not married,House / apartment,
265,100305,Cash loans,M,24.687671232876717,0.27,1.0,Y,Y,135000.0,237024.0,15970.5,180000.0,0.1183,0.06737925273390036,Working,Incomplete higher,Single / not married,House / apartment,Sales staff
266,100307,Cash loans,M,45.33150684931507,4.05,2.0,N,Y,225000.0,451804.5,35824.5,369000.0,0.15922,0.0792920389239151,State servant,Secondary / secondary special,Married,House / apartment,Managers
267,100308,Cash loans,M,39.81917808219178,9.31,2.0,N,N,157500.0,208512.0,21892.5,180000.0,0.139,0.10499395718232044,Working,Higher education,Married,House / apartment,Sales staff
268,100309,Cash loans,F,44.10410958904109,8.58,2.0,N,Y,157500.0,263686.5,15268.5,238500.0,0.09694285714285714,0.05790398825878458,State servant,Secondary / secondary special,Married,House / apartment,Laborers
269,100310,Cash loans,M,40.16164383561644,3.36,2.0,N,N,180000.0,1071000.0,31315.5,1071000.0,0.173975,0.029239495798319328,Working,Higher education,Married,Rented apartment,
270,100313,Cash loans,F,61.67123287671233,4.52,2.0,N,Y,87750.0,1206954.0,35419.5,945000.0,0.40364102564102566,0.029346188835697135,Pensioner,Higher education,Married,House / apartment,
271,100314,Cash loans,M,29.556164383561644,7.05,4.0,N,N,292500.0,239850.0,25960.5,225000.0,0.08875384615384616,0.10823639774859287,Working,Secondary / secondary special,Married,House / apartment,Laborers
272,100315,Cash loans,F,27.95342465753425,0.16,3.0,Y,Y,121500.0,288873.0,21064.5,238500.0,0.17337037037037037,0.07291958750038945,Working,Higher education,Married,House / apartment,Sales staff
273,100316,Cash loans,F,41.3041095890411,13.47,2.0,N,Y,67500.0,622413.0,26500.5,495000.0,0.3926,0.0425770348627037,Working,Secondary / secondary special,Married,House / apartment,Core staff
274,100317,Cash loans,F,46.61095890410959,20.35,2.0,N,Y,180000.0,630000.0,30438.0,630000.0,0.1691,0.04831428571428571,Working,Higher education,Married,House / apartment,Core staff
275,100318,Cash loans,F,26.375342465753423,0.52,1.0,N,N,90000.0,381528.0,12109.5,315000.0,0.13455,0.03173947914700887,Working,Higher education,Single / not married,House / apartment,Core staff
276,100319,Cash loans,F,31.86575342465753,2.14,3.0,N,Y,135000.0,781920.0,32868.0,675000.0,0.24346666666666666,0.04203499079189687,Commercial associate,Higher education,Married,House / apartment,
277,100320,Cash loans,M,32.865753424657534,7.96,2.0,Y,Y,225000.0,481855.5,49374.0,463500.0,0.21944,0.10246640330970591,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff
278,100321,Cash loans,M,37.07945205479452,3.89,3.0,Y,N,270000.0,521280.0,31500.0,450000.0,0.11666666666666667,0.06042817679558011,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,
279,100322,Cash loans,M,52.86849315068493,1.52,4.0,Y,Y,225000.0,254700.0,26874.0,225000.0,0.11944,0.10551236749116608,Working,Secondary / secondary special,Married,House / apartment,Laborers
280,100323,Cash loans,M,49.8986301369863,6.47,2.0,Y,Y,450000.0,1575000.0,55800.0,1575000.0,0.124,0.03542857142857143,Commercial associate,Higher education,Married,House / apartment,Managers
281,100324,Cash loans,F,28.687671232876717,4.8,2.0,Y,Y,112500.0,152820.0,18265.5,135000.0,0.16236,0.11952296819787986,Commercial associate,Secondary / secondary special,Separated,House / apartment,Sales staff
282,100325,Cash loans,F,55.84931506849315,7.88,2.0,N,Y,135000.0,640080.0,31261.5,450000.0,0.23156666666666667,0.04883998875140608,State servant,Secondary / secondary special,Married,House / apartment,Laborers
283,100326,Cash loans,M,60.48767123287672,4.52,2.0,Y,Y,36000.0,284400.0,10849.5,225000.0,0.301375,0.03814873417721519,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,
284,100327,Cash loans,M,55.66301369863014,6.39,2.0,Y,Y,180000.0,407727.0,32341.5,333000.0,0.179675,0.07932145774010552,Working,Secondary / secondary special,Married,House / apartment,
285,100328,Cash loans,F,43.463013698630135,22.51,3.0,N,N,171000.0,1270746.0,42124.5,1138500.0,0.2463421052631579,0.03314942561298639,State servant,Secondary / secondary special,Married,House / apartment,Core staff
286,100329,Cash loans,F,54.78630136986301,1.77,2.0,Y,Y,135000.0,247275.0,17716.5,225000.0,0.13123333333333334,0.07164695177434031,Working,Secondary / secondary special,Married,House / apartment,
287,100332,Cash loans,F,64.23013698630137,4.52,1.0,N,Y,157500.0,545040.0,20677.5,450000.0,0.13128571428571428,0.037937582562747686,Pensioner,Secondary / secondary special,Widow,House / apartment,
288,100333,Cash loans,F,28.60821917808219,2.37,2.0,N,Y,382500.0,450000.0,30204.0,450000.0,0.07896470588235294,0.06712,Commercial associate,Incomplete higher,Married,House / apartment,Core staff
289,100334,Cash loans,M,51.136986301369866,2.29,2.0,N,Y,90000.0,101880.0,10939.5,90000.0,0.12155,0.10737632508833922,Working,Secondary / secondary special,Married,House / apartment,Security staff
290,100335,Cash loans,F,64.16438356164383,4.52,1.0,N,Y,63000.0,675000.0,19737.0,675000.0,0.3132857142857143,0.02924,Pensioner,Secondary / secondary special,Widow,House / apartment,
291,100336,Cash loans,F,38.32602739726028,3.7,1.0,Y,Y,157500.0,497520.0,28692.0,450000.0,0.18217142857142857,0.057670043415340086,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Laborers
292,100337,Cash loans,F,25.54520547945205,2.39,1.0,N,Y,270000.0,545040.0,26640.0,450000.0,0.09866666666666667,0.0488771466314399,Commercial associate,Higher education,Single / not married,House / apartment,Realty agents
293,100338,Cash loans,F,58.33424657534247,4.08,2.0,N,N,270000.0,630000.0,23274.0,630000.0,0.0862,0.036942857142857145,Working,Secondary / secondary special,Civil marriage,House / apartment,High skill tech staff
294,100339,Revolving loans,M,59.0,7.75,2.0,N,Y,166500.0,495000.0,24750.0,495000.0,0.14864864864864866,0.05,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers
295,100340,Cash loans,F,35.83561643835616,9.39,4.0,N,N,202500.0,787131.0,44082.0,679500.0,0.21768888888888888,0.05600338444299615,Commercial associate,Secondary / secondary special,Married,House / apartment,High skill tech staff
296,100341,Cash loans,M,55.74794520547945,19.49,1.0,Y,Y,76500.0,545040.0,20677.5,450000.0,0.2702941176470588,0.037937582562747686,Working,Secondary / secondary special,Widow,House / apartment,Laborers
297,100342,Cash loans,M,23.013698630136982,0.93,1.0,N,N,90000.0,101880.0,10827.0,90000.0,0.1203,0.10627208480565371,Working,Secondary / secondary special,Single / not married,With parents,Laborers
298,100343,Cash loans,M,29.95890410958904,1.16,1.0,Y,Y,315000.0,90000.0,4504.5,90000.0,0.0143,0.05005,Working,Secondary / secondary special,Single / not married,With parents,Drivers
299,100344,Cash loans,M,30.92328767123288,10.67,2.0,N,N,112500.0,225000.0,14647.5,225000.0,0.1302,0.0651,Commercial associate,Higher education,Married,House / apartment,Laborers
300,100345,Cash loans,F,57.95616438356164,2.61,2.0,N,N,157500.0,450000.0,17095.5,450000.0,0.10854285714285715,0.03799,Working,Secondary / secondary special,Married,House / apartment,Laborers
301,100346,Cash loans,F,48.42191780821918,18.6,1.0,N,Y,180000.0,582804.0,25803.0,463500.0,0.14335,0.04427388967817654,State servant,Higher education,Separated,House / apartment,Core staff
302,100347,Cash loans,F,58.68219178082192,4.52,2.0,N,N,81000.0,640080.0,23121.0,450000.0,0.28544444444444445,0.036122047244094485,Pensioner,Secondary / secondary special,Married,House / apartment,
303,100348,Cash loans,F,28.46575342465753,1.01,2.0,N,N,135000.0,1223010.0,47983.5,1125000.0,0.3554333333333333,0.03923393921554198,Working,Incomplete higher,Married,House / apartment,
304,100349,Cash loans,F,63.93972602739726,4.52,1.0,N,N,108000.0,364896.0,23449.5,315000.0,0.217125,0.06426351617995264,Pensioner,Secondary / secondary special,Widow,Municipal apartment,
305,100350,Cash loans,F,62.35342465753425,4.52,2.0,N,Y,112500.0,481495.5,31833.0,454500.0,0.28296,0.0661127674090412,Pensioner,Secondary / secondary special,Married,House / apartment,
306,100351,Cash loans,F,61.93424657534246,4.52,2.0,N,N,69750.0,675000.0,20596.5,675000.0,0.29529032258064514,0.030513333333333333,Pensioner,Secondary / secondary special,Married,House / apartment,
307,100353,Cash loans,F,49.153424657534245,1.47,1.0,N,Y,81000.0,536917.5,19282.5,463500.0,0.23805555555555555,0.03591333864141139,Working,Secondary / secondary special,Widow,House / apartment,Sales staff
308,100354,Revolving loans,F,25.367123287671237,6.53,2.0,N,Y,112500.0,135000.0,6750.0,135000.0,0.06,0.05,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Sales staff
309,100355,Cash loans,M,25.145205479452056,1.73,2.0,N,Y,315000.0,946503.0,42898.5,846000.0,0.1361857142857143,0.045323152699991445,Working,Secondary / secondary special,Married,With parents,
310,100356,Cash loans,F,57.917808219178085,1.05,1.0,N,Y,180000.0,188685.0,14944.5,157500.0,0.083025,0.07920343429525399,Working,Secondary / secondary special,Widow,House / apartment,Cleaning staff
311,100357,Revolving loans,F,25.112328767123287,3.97,2.0,N,Y,225000.0,180000.0,9000.0,180000.0,0.04,0.05,Commercial associate,Incomplete higher,Civil marriage,House / apartment,Accountants
312,100359,Cash loans,M,40.88493150684931,0.75,3.0,Y,Y,112500.0,226908.0,11164.5,148500.0,0.09924,0.04920276059019515,Working,Secondary / secondary special,Married,House / apartment,Laborers
313,100360,Revolving loans,F,53.90684931506849,12.28,2.0,N,N,67500.0,202500.0,10125.0,202500.0,0.15,0.05,Commercial associate,Secondary / secondary special,Married,House / apartment,
314,100361,Cash loans,M,46.84657534246576,1.37,2.0,N,Y,270000.0,1800000.0,62698.5,1800000.0,0.23221666666666665,0.0348325,Working,Secondary / secondary special,Married,House / apartment,Laborers
315,100362,Cash loans,F,47.77534246575343,10.05,3.0,N,Y,157500.0,807984.0,26833.5,697500.0,0.17037142857142856,0.03321043486009624,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Sales staff
316,100363,Cash loans,F,40.772602739726025,1.19,3.0,Y,Y,360000.0,493497.0,48942.0,454500.0,0.13595,0.09917385516021374,Commercial associate,Higher education,Married,House / apartment,Core staff
317,100364,Cash loans,F,47.93972602739726,3.71,2.0,N,N,315000.0,1024290.0,30078.0,855000.0,0.09548571428571428,0.029364730691503384,Working,Secondary / secondary special,Married,House / apartment,Laborers
318,100365,Cash loans,F,55.98630136986301,4.52,2.0,N,Y,247500.0,517788.0,19647.0,427500.0,0.07938181818181818,0.03794410067440729,Pensioner,Higher education,Married,House / apartment,
319,100366,Revolving loans,M,32.295890410958904,8.61,1.0,Y,Y,765000.0,1350000.0,67500.0,1350000.0,0.08823529411764706,0.05,Commercial associate,Higher education,Single / not married,House / apartment,Managers
320,100368,Cash loans,F,30.91780821917808,9.52,2.0,N,Y,166500.0,675000.0,24246.0,675000.0,0.14562162162162162,0.03592,Working,Secondary / secondary special,Married,House / apartment,
321,100369,Cash loans,F,52.93972602739726,1.56,2.0,N,Y,157500.0,528633.0,22527.0,472500.0,0.14302857142857142,0.04261368473023818,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers
322,100370,Cash loans,F,63.54794520547945,4.52,2.0,N,Y,45000.0,448056.0,16222.5,315000.0,0.3605,0.03620641169853768,Pensioner,Secondary / secondary special,Married,House / apartment,
323,100371,Cash loans,F,40.46027397260274,1.17,3.0,Y,Y,450000.0,808650.0,31464.0,675000.0,0.06992,0.03890929326655537,Commercial associate,Higher education,Civil marriage,House / apartment,Core staff
324,100372,Cash loans,F,60.02465753424657,4.52,2.0,N,N,90000.0,531000.0,29781.0,531000.0,0.3309,0.056084745762711864,Pensioner,Secondary / secondary special,Married,House / apartment,
325,100373,Cash loans,F,41.131506849315066,8.99,2.0,N,N,225000.0,906228.0,46269.0,810000.0,0.20564,0.051056687720970884,State servant,Secondary / secondary special,Married,House / apartment,Core staff
326,100374,Cash loans,F,41.02739726027397,20.66,4.0,Y,Y,112500.0,1308964.5,42354.0,1143000.0,0.37648,0.03235687446069011,Working,Secondary / secondary special,Married,House / apartment,Laborers
327,100375,Cash loans,M,59.04657534246575,7.32,2.0,N,Y,180000.0,942300.0,30528.0,675000.0,0.1696,0.03239732569245463,Commercial associate,Higher education,Married,House / apartment,
328,100376,Cash loans,M,51.59178082191781,3.68,2.0,Y,Y,360000.0,254700.0,20250.0,225000.0,0.05625,0.07950530035335689,Working,Secondary / secondary special,Married,House / apartment,Drivers
329,100377,Cash loans,M,39.04657534246575,3.51,4.0,N,N,157500.0,239850.0,25447.5,225000.0,0.16157142857142856,0.10609756097560975,Working,Higher education,Married,House / apartment,High skill tech staff
330,100378,Cash loans,F,41.14246575342466,1.75,2.0,Y,Y,247500.0,808650.0,26217.0,675000.0,0.10592727272727273,0.032420701168614355,Working,Secondary / secondary special,Widow,House / apartment,Sales staff
331,100379,Cash loans,M,52.06301369863014,14.07,2.0,Y,Y,112500.0,942300.0,30528.0,675000.0,0.27136,0.03239732569245463,Working,Secondary / secondary special,Married,House / apartment,Drivers
332,100380,Cash loans,F,41.15890410958904,4.06,2.0,N,Y,630000.0,900000.0,57519.0,900000.0,0.0913,0.06391,Working,Higher education,Married,House / apartment,High skill tech staff
333,100381,Cash loans,F,30.747945205479454,0.29,1.0,N,N,121500.0,302544.0,11533.5,198000.0,0.09492592592592593,0.038121727748691096,Commercial associate,Higher education,Single / not married,With parents,
334,100383,Cash loans,M,37.68219178082192,2.24,4.0,Y,N,180000.0,640080.0,20929.5,450000.0,0.116275,0.03269825646794151,Working,Secondary / secondary special,Married,House / apartment,Drivers
335,100387,Cash loans,M,36.43561643835616,4.27,4.0,Y,Y,292500.0,1095817.5,43587.0,1008000.0,0.1490153846153846,0.039775783832618115,Commercial associate,Secondary / secondary special,Married,House / apartment,Drivers
336,100388,Cash loans,F,51.86027397260274,11.36,1.0,N,Y,99000.0,518562.0,20695.5,463500.0,0.20904545454545453,0.03990940331146517,Working,Secondary / secondary special,Separated,House / apartment,Secretaries
337,100389,Cash loans,M,38.94794520547945,1.0,2.0,Y,Y,247500.0,1971072.0,68643.0,1800000.0,0.27734545454545456,0.03482521186440678,Working,Higher education,Married,House / apartment,Core staff
338,100390,Cash loans,F,32.32602739726028,3.36,2.0,N,N,90000.0,555273.0,14778.0,463500.0,0.1642,0.026613935847772177,State servant,Higher education,Married,House / apartment,High skill tech staff
339,100391,Cash loans,F,50.17808219178082,1.36,2.0,N,Y,153000.0,808650.0,26217.0,675000.0,0.1713529411764706,0.032420701168614355,Working,Secondary / secondary special,Single / not married,House / apartment,Sales staff
340,100392,Revolving loans,M,33.76712328767123,1.75,4.0,Y,N,180000.0,180000.0,9000.0,180000.0,0.05,0.05,Working,Secondary / secondary special,Civil marriage,With parents,Laborers
341,100393,Cash loans,M,41.0027397260274,16.87,4.0,Y,Y,405000.0,2250000.0,59485.5,2250000.0,0.14687777777777777,0.026438,Working,Higher education,Married,House / apartment,Core staff
342,100394,Cash loans,M,64.98904109589041,4.52,2.0,N,Y,112500.0,178290.0,11034.0,157500.0,0.09808,0.0618879353861686,Pensioner,Secondary / secondary special,Married,House / apartment,
343,100395,Cash loans,M,45.8054794520548,1.88,2.0,Y,Y,225000.0,888840.0,32053.5,675000.0,0.14246,0.03606217091940057,Commercial associate,Secondary / secondary special,Married,Municipal apartment,Drivers
344,100396,Cash loans,M,37.55342465753424,4.52,1.0,N,N,112500.0,417024.0,25330.5,360000.0,0.22516,0.060741108425414365,Pensioner,Secondary / secondary special,Single / not married,House / apartment,
345,100397,Cash loans,F,62.37534246575343,8.21,2.0,N,Y,144000.0,1417185.0,37512.0,1237500.0,0.2605,0.02646937414663576,State servant,Secondary / secondary special,Married,House / apartment,Medicine staff
346,100398,Cash loans,F,54.821917808219176,7.63,2.0,N,Y,81000.0,180000.0,8658.0,180000.0,0.1068888888888889,0.0481,Working,Secondary / secondary special,Civil marriage,House / apartment,Cleaning staff
347,100400,Cash loans,F,63.52602739726027,4.52,2.0,N,N,270000.0,536917.5,28467.0,463500.0,0.10543333333333334,0.05301931861040104,Pensioner,Secondary / secondary special,Married,House / apartment,
348,100401,Cash loans,F,55.342465753424655,4.52,1.0,N,Y,202500.0,343683.0,16663.5,261000.0,0.08228888888888888,0.04848508654777804,Pensioner,Secondary / secondary special,Separated,House / apartment,
349,100402,Cash loans,F,54.19178082191781,4.52,1.0,N,Y,81000.0,276277.5,21825.0,238500.0,0.26944444444444443,0.0789966609658767,Pensioner,Secondary / secondary special,Single / not married,Municipal apartment,
350,100403,Cash loans,M,29.08219178082192,4.1,2.0,Y,Y,315000.0,1350000.0,39604.5,1350000.0,0.12572857142857144,0.029336666666666667,Working,Higher education,Married,House / apartment,Sales staff
351,100405,Cash loans,M,23.556164383561644,0.6,1.0,Y,Y,180000.0,450000.0,22018.5,450000.0,0.122325,0.04893,Working,Secondary / secondary special,Single / not married,House / apartment,Core staff
352,100406,Cash loans,F,57.11232876712329,4.52,2.0,N,Y,135000.0,468648.0,34101.0,414000.0,0.2526,0.07276463358426793,Pensioner,Secondary / secondary special,Married,House / apartment,
353,100407,Cash loans,F,31.731506849315068,9.95,2.0,N,N,157500.0,521280.0,26743.5,450000.0,0.1698,0.05130352209944752,Working,Higher education,Married,House / apartment,Security staff
354,100408,Cash loans,F,43.23561643835617,1.16,1.0,N,Y,81000.0,454500.0,29173.5,454500.0,0.3601666666666667,0.06418811881188119,Commercial associate,Incomplete higher,Separated,House / apartment,Cleaning staff
355,100409,Cash loans,M,28.895890410958906,5.2,1.0,N,Y,112500.0,454500.0,23337.0,454500.0,0.20744,0.051346534653465344,Commercial associate,Incomplete higher,Single / not married,House / apartment,Drivers
356,100410,Cash loans,F,39.01095890410959,11.16,2.0,Y,N,180000.0,1258650.0,56277.0,1125000.0,0.31265,0.04471219163389346,Working,Secondary / secondary special,Married,House / apartment,Managers
357,100411,Cash loans,M,53.17808219178082,15.19,3.0,Y,N,450000.0,1035832.5,33412.5,904500.0,0.07425,0.03225666311879575,Working,Higher education,Married,House / apartment,Managers
358,100412,Cash loans,F,30.24383561643836,5.11,4.0,Y,Y,135000.0,318528.0,25294.5,252000.0,0.18736666666666665,0.07941060126582279,Working,Secondary / secondary special,Married,House / apartment,Medicine staff
359,100413,Cash loans,M,62.37808219178082,4.52,2.0,N,Y,90000.0,90000.0,9351.0,90000.0,0.1039,0.1039,Pensioner,Secondary / secondary special,Married,House / apartment,
360,100414,Cash loans,F,33.863013698630134,11.09,1.0,N,Y,112500.0,533304.0,27360.0,405000.0,0.2432,0.05130282165519104,Working,Secondary / secondary special,Single / not married,House / apartment,Sales staff
361,100415,Cash loans,F,37.12876712328767,6.62,4.0,N,Y,112500.0,792162.0,38241.0,630000.0,0.33992,0.048274216637505966,Working,Secondary / secondary special,Civil marriage,House / apartment,Sales staff
362,100417,Cash loans,F,44.18904109589041,2.41,1.0,N,Y,180000.0,755190.0,36459.0,675000.0,0.20255,0.0482779168156358,Working,Secondary / secondary special,Widow,House / apartment,Core staff
363,100418,Cash loans,F,36.394520547945206,4.84,2.0,N,N,135000.0,521280.0,31500.0,450000.0,0.23333333333333334,0.06042817679558011,Working,Secondary / secondary special,Civil marriage,House / apartment,Sales staff
364,100419,Cash loans,F,55.983561643835614,4.52,1.0,N,Y,112500.0,454500.0,13419.0,454500.0,0.11928,0.029524752475247523,Pensioner,Secondary / secondary special,Separated,House / apartment,
365,100420,Cash loans,F,39.131506849315066,6.0,5.0,N,Y,54000.0,91692.0,9198.0,81000.0,0.17033333333333334,0.10031409501374165,Working,Secondary / secondary special,Married,House / apartment,Sales staff
366,100421,Cash loans,M,52.27945205479452,6.3,1.0,Y,N,450000.0,900000.0,32017.5,900000.0,0.07115,0.035575,Commercial associate,Higher education,Single / not married,Municipal apartment,Managers
367,100423,Cash loans,F,44.865753424657534,3.43,2.0,Y,Y,472500.0,1327648.5,42957.0,1039500.0,0.09091428571428571,0.032355702582422985,Working,Higher education,Married,House / apartment,High skill tech staff
368,100424,Cash loans,M,50.14246575342466,0.37,1.0,N,Y,112500.0,117162.0,12433.5,103500.0,0.11052,0.10612229221078506,Working,Secondary / secondary special,Separated,House / apartment,Laborers
369,100425,Cash loans,F,35.56712328767123,7.81,4.0,Y,Y,90000.0,688500.0,20259.0,688500.0,0.2251,0.02942483660130719,Working,Higher education,Married,House / apartment,Core staff
370,100427,Cash loans,F,36.86301369863013,13.62,3.0,N,N,67500.0,450000.0,30442.5,450000.0,0.451,0.06765,Working,Higher education,Married,House / apartment,Managers
371,100428,Cash loans,F,54.78904109589041,5.7,2.0,Y,Y,90000.0,1224990.0,35946.0,877500.0,0.3994,0.02934391301153479,Working,Higher education,Married,House / apartment,Drivers
372,100429,Cash loans,M,42.2958904109589,2.56,2.0,N,Y,180000.0,629325.0,26793.0,562500.0,0.14885,0.04257418662853057,Working,Secondary / secondary special,Married,House / apartment,Laborers
373,100430,Cash loans,F,23.698630136986303,0.81,3.0,N,Y,90000.0,157914.0,17136.0,139500.0,0.1904,0.10851476119913371,Working,Secondary / secondary special,Married,House / apartment,Core staff
374,100431,Cash loans,F,53.81369863013698,18.31,3.0,N,Y,157500.0,1724220.0,47542.5,1350000.0,0.3018571428571429,0.027573337509134564,Working,Secondary / secondary special,Civil marriage,House / apartment,Laborers
375,100432,Cash loans,F,28.34794520547945,3.5,2.0,N,N,90000.0,495000.0,25272.0,495000.0,0.2808,0.05105454545454546,Working,Secondary / secondary special,Married,House / apartment,Secretaries
376,100433,Cash loans,F,43.96712328767124,10.63,3.0,N,Y,157500.0,472500.0,45454.5,454500.0,0.2886,0.0962,Working,Secondary / secondary special,Civil marriage,House / apartment,Sales staff
377,100434,Cash loans,F,48.93150684931507,4.29,2.0,N,Y,202500.0,280170.0,30303.0,247500.0,0.14964444444444444,0.10815933183424349,State servant,Secondary / secondary special,Separated,Municipal apartment,Medicine staff
378,100435,Cash loans,F,45.1013698630137,12.85,1.0,N,Y,112500.0,450000.0,16294.5,450000.0,0.14484,0.03621,Commercial associate,Secondary / secondary special,Separated,House / apartment,
379,100436,Revolving loans,F,53.0,6.62,2.0,N,Y,112500.0,405000.0,20250.0,405000.0,0.18,0.05,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff
380,100437,Cash loans,F,58.632876712328766,4.52,3.0,N,Y,67500.0,817560.0,30951.0,675000.0,0.45853333333333335,0.03785777190664905,Pensioner,Secondary / secondary special,Married,House / apartment,
381,100439,Cash loans,M,22.02191780821918,1.67,2.0,N,Y,81000.0,312840.0,22891.5,247500.0,0.2826111111111111,0.07317318757192175,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff
382,100440,Cash loans,F,65.4876712328767,4.52,2.0,N,Y,40500.0,127350.0,7438.5,112500.0,0.18366666666666667,0.058409893992932865,Pensioner,Secondary / secondary special,Married,House / apartment,
383,100441,Cash loans,F,55.26301369863014,4.52,2.0,N,Y,135000.0,269550.0,11416.5,225000.0,0.08456666666666666,0.04235392320534224,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,
384,100442,Cash loans,F,51.273972602739725,19.15,2.0,N,N,148500.0,805536.0,32076.0,720000.0,0.216,0.03981944941008223,State servant,Secondary / secondary special,Married,House / apartment,Cooking staff
385,100443,Cash loans,F,63.16164383561644,4.52,1.0,N,Y,144000.0,456273.0,23296.5,346500.0,0.16178125,0.051058248022565436,Pensioner,Secondary / secondary special,Widow,House / apartment,
386,100448,Cash loans,F,32.035616438356165,8.65,4.0,N,Y,202500.0,598486.5,25290.0,454500.0,0.12488888888888888,0.04225659225396062,Working,Secondary / secondary special,Married,House / apartment,Sales staff
387,100449,Cash loans,F,46.11506849315069,15.19,1.0,N,Y,157500.0,942300.0,27679.5,675000.0,0.17574285714285715,0.02937440305635148,Working,Higher education,Separated,House / apartment,Laborers
388,100451,Cash loans,F,53.42739726027397,30.1,2.0,N,Y,144000.0,446931.0,16978.5,369000.0,0.11790625,0.037989085563543364,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers
389,100452,Cash loans,M,51.41643835616439,5.61,3.0,N,Y,171000.0,1009566.0,36391.5,904500.0,0.2128157894736842,0.036046677483195746,Working,Secondary / secondary special,Married,House / apartment,
390,100453,Cash loans,M,33.4,9.04,4.0,Y,N,247500.0,521280.0,27423.0,450000.0,0.1108,0.05260704419889503,Working,Higher education,Married,House / apartment,
391,100454,Revolving loans,M,37.06849315068493,8.96,5.0,Y,Y,607500.0,1350000.0,67500.0,1350000.0,0.1111111111111111,0.05,Commercial associate,Higher education,Married,House / apartment,Managers
392,100455,Cash loans,F,31.56986301369863,9.43,4.0,Y,Y,135000.0,830214.0,24273.0,693000.0,0.1798,0.02923704008845912,Working,Higher education,Married,House / apartment,Core staff
393,100456,Cash loans,M,33.863013698630134,2.5,3.0,Y,Y,211500.0,545040.0,26640.0,450000.0,0.12595744680851065,0.0488771466314399,Working,Secondary / secondary special,Married,House / apartment,Drivers
394,100457,Revolving loans,F,24.44383561643836,1.99,1.0,Y,Y,211500.0,270000.0,13500.0,270000.0,0.06382978723404255,0.05,Working,Higher education,Single / not married,House / apartment,Core staff
395,100458,Cash loans,F,56.56438356164384,4.52,2.0,N,N,90000.0,808650.0,26217.0,675000.0,0.2913,0.032420701168614355,Pensioner,Secondary / secondary special,Married,House / apartment,
396,100459,Revolving loans,M,43.37534246575343,1.26,1.0,Y,Y,270000.0,225000.0,11250.0,225000.0,0.041666666666666664,0.05,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Drivers
397,100460,Revolving loans,F,26.964383561643835,0.43,1.0,N,N,315000.0,540000.0,27000.0,540000.0,0.08571428571428572,0.05,Commercial associate,Higher education,Single / not married,Rented apartment,
